,Activity_Type,Date,Title,Distance,Calories,Time,Avg_HR,Max_HR,Aerobic_TE,Avg_Speed,Max_Speed,Total_Ascent,Total_Descent,Avg_Cadence,Max_Cadence,Normalized_Power,Training_Stress_Score,Max_Avg_Power(20min),Avg_Power,Max_Power,Total_Strokes,Min_Temp,Moving_Time,Elapsed_Time,Min_Elevation,Max_Elevation,Bike
144,Cycling,2022-02-01 08:49:59,Praha Cyklistika,2.71,104.0,0 days 00:11:51,123,152,0.0,13.7,36.7,11,9,0,0,0,0.0,0,0,0,0,0.0,0 days 00:11:06,0 days 00:11:51,196,212,unknown
145,Indoor Cycling,2022-01-23 16:39:41,BORA-hansgrohe | WO 01-03 | 2019 | fat metabolism intervals,46.08,867.0,0 days 01:30:00,141,157,0.0,30.7,32.4,0,0,69,87,164,61.4,172,161,320,0,0.0,0 days 01:29:59,0 days 01:30:00,0,0,Tacx
146,Indoor Cycling,2022-01-21 17:13:45,SEG W2-T1 VO2max,32.58,644.0,0 days 01:03:00,124,187,0.0,31.0,38.9,0,0,67,79,203,66.0,211,170,332,0,0.0,0 days 01:03:00,0 days 01:03:00,0,0,Tacx
147,Indoor Cycling,2022-01-19 17:00:12,SEG W1-T1 VO2max,28.62,551.0,0 days 00:56:00,141,179,0.0,30.7,38.7,0,0,68,83,194,53.6,209,164,323,0,0.0,0 days 00:56:00,0 days 00:56:00,0,0,Tacx
148,Indoor Cycling,2022-01-09 18:17:47,VTC Astana: Spin the legs,24.94,471.0,0 days 00:49:00,136,149,0.0,30.5,32.2,0,0,68,84,163,33.0,174,160,251,0,0.0,0 days 00:48:54,0 days 00:49:00,0,0,Tacx
149,Gravel Cycling,2022-01-02 12:42:40,First ride in 2022,40.32,956.0,0 days 01:40:43,139,168,3.2,24.0,39.2,118,109,0,0,0,0.0,0,0,0,0,5.0,0 days 01:40:18,0 days 01:46:44,194,216,Bergamont
150,Indoor Cycling,2021-12-12 14:51:22,SEG W3-T2 Endurance,36.99,698.0,0 days 01:12:20,135,158,0.0,30.7,35.3,0,0,72,85,171,53.7,184,161,353,0,0.0,0 days 01:12:20,0 days 01:12:20,0,0,Tacx
151,Virtual Cycling,2021-12-02 17:39:00,Trans Ardennes River Tour 2,44.47,937.0,0 days 01:21:55,147,164,0.0,32.6,47.9,138,67,79,90,199,82.3,215,191,457,0,0.0,0 days 01:21:52,0 days 01:21:55,154,177,Tacx
152,Virtual Cycling,2021-12-01 18:04:04,Trans Ardennes River Tour 1,47.5,1080.0,0 days 01:31:20,151,177,0.0,31.2,59.8,474,456,77,91,220,112.7,231,197,404,0,0.0,0 days 01:31:19,0 days 01:31:20,165,367,Tacx
153,Cycling,2021-11-29 11:03:08,Praha Cyklistika,14.13,378.0,0 days 00:42:05,131,158,0.0,20.1,93.0,85,75,0,0,0,0.0,0,0,0,0,0.0,0 days 00:41:34,0 days 00:42:05,186,236,unknown
154,Cycling,2021-11-29 08:37:58,Praha Cyklistika,15.36,536.0,0 days 00:48:04,150,168,0.0,19.2,57.1,54,59,0,0,0,0.0,0,0,0,0,0.0,0 days 00:46:43,0 days 00:48:04,185,209,unknown
